,parent,child
95,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D018036
96,http://id.nlm.nih.gov/mesh/D018036,http://id.nlm.nih.gov/mesh/D020887
97,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D018036
98,http://id.nlm.nih.gov/mesh/D018036,http://id.nlm.nih.gov/mesh/D064588
99,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017554
100,http://id.nlm.nih.gov/mesh/D017554,http://id.nlm.nih.gov/mesh/D002255
101,http://id.nlm.nih.gov/mesh/D002255,http://id.nlm.nih.gov/mesh/D002254
102,http://id.nlm.nih.gov/mesh/D002254,http://id.nlm.nih.gov/mesh/D001639
103,http://id.nlm.nih.gov/mesh/D001639,http://id.nlm.nih.gov/mesh/D017693
104,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017606
105,http://id.nlm.nih.gov/mesh/D017606,http://id.nlm.nih.gov/mesh/D006851
106,http://id.nlm.nih.gov/mesh/D006851,http://id.nlm.nih.gov/mesh/D002712
107,http://id.nlm.nih.gov/mesh/D002712,http://id.nlm.nih.gov/mesh/D000643
108,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D000143
109,http://id.nlm.nih.gov/mesh/D000143,http://id.nlm.nih.gov/mesh/D000148
110,http://id.nlm.nih.gov/mesh/D000148,http://id.nlm.nih.gov/mesh/D017942
111,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017672
112,http://id.nlm.nih.gov/mesh/D017672,http://id.nlm.nih.gov/mesh/D006856
113,http://id.nlm.nih.gov/mesh/D006856,http://id.nlm.nih.gov/mesh/D003486
114,http://id.nlm.nih.gov/mesh/D003486,http://id.nlm.nih.gov/mesh/D012966
115,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017672
116,http://id.nlm.nih.gov/mesh/D017672,http://id.nlm.nih.gov/mesh/D009608
117,http://id.nlm.nih.gov/mesh/D009608,http://id.nlm.nih.gov/mesh/D009573
118,http://id.nlm.nih.gov/mesh/D009573,http://id.nlm.nih.gov/mesh/D012977
119,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017601
120,http://id.nlm.nih.gov/mesh/D017601,http://id.nlm.nih.gov/mesh/D010087
121,http://id.nlm.nih.gov/mesh/D010087,http://id.nlm.nih.gov/mesh/D000537
122,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017672
123,http://id.nlm.nih.gov/mesh/D017672,http://id.nlm.nih.gov/mesh/D017942
124,http://id.nlm.nih.gov/mesh/D017942,http://id.nlm.nih.gov/mesh/D009566
125,http://id.nlm.nih.gov/mesh/D009566,http://id.nlm.nih.gov/mesh/D014502
126,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D000143
127,http://id.nlm.nih.gov/mesh/D000143,http://id.nlm.nih.gov/mesh/D000148
128,http://id.nlm.nih.gov/mesh/D000148,http://id.nlm.nih.gov/mesh/D006862
129,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017608
130,http://id.nlm.nih.gov/mesh/D017608,http://id.nlm.nih.gov/mesh/D002840
131,http://id.nlm.nih.gov/mesh/D002840,http://id.nlm.nih.gov/mesh/D011192
132,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017605
133,http://id.nlm.nih.gov/mesh/D017605,http://id.nlm.nih.gov/mesh/D018054
134,http://id.nlm.nih.gov/mesh/D018054,http://id.nlm.nih.gov/mesh/D001965
135,http://id.nlm.nih.gov/mesh/D001965,http://id.nlm.nih.gov/mesh/D003488
136,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017611
137,http://id.nlm.nih.gov/mesh/D017611,http://id.nlm.nih.gov/mesh/D006858
138,http://id.nlm.nih.gov/mesh/D006858,http://id.nlm.nih.gov/mesh/D005459
139,http://id.nlm.nih.gov/mesh/D005459,http://id.nlm.nih.gov/mesh/D012969
140,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017606
141,http://id.nlm.nih.gov/mesh/D017606,http://id.nlm.nih.gov/mesh/D006851
142,http://id.nlm.nih.gov/mesh/D006851,http://id.nlm.nih.gov/mesh/D002712
143,http://id.nlm.nih.gov/mesh/D002712,http://id.nlm.nih.gov/mesh/D008627
144,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D000143
145,http://id.nlm.nih.gov/mesh/D000143,http://id.nlm.nih.gov/mesh/D000148
146,http://id.nlm.nih.gov/mesh/D000148,http://id.nlm.nih.gov/mesh/D006856
147,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D000143
148,http://id.nlm.nih.gov/mesh/D000143,http://id.nlm.nih.gov/mesh/D000148
149,http://id.nlm.nih.gov/mesh/D000148,http://id.nlm.nih.gov/mesh/D006997
150,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017606
151,http://id.nlm.nih.gov/mesh/D017606,http://id.nlm.nih.gov/mesh/D006851
152,http://id.nlm.nih.gov/mesh/D006851,http://id.nlm.nih.gov/mesh/D002712
153,http://id.nlm.nih.gov/mesh/D002712,http://id.nlm.nih.gov/mesh/D018021
154,http://id.nlm.nih.gov/mesh/D007287,http://id.nlm.nih.gov/mesh/D017613
155,http://id.nlm.nih.gov/mesh/D017613,http://id.nlm.nih.gov/mesh/D007466
156,http://id.nlm.nih.gov/mesh/D007466,http://id.nlm.nih.gov/mesh/D011206
